Puntaje crediticio,Ingresos mensuales (USD),Monto del préstamo (USD),¿Default/No default?
0.6,4486.2,49774.5,1
4.7,5646.5,39117.0,0
4.1,5203.5,28121.2,0
5.5,1333.9,36473.8,1
1.2,3187.5,45272.1,1
0.6,4700.7,36350.7,0
2.8,4772.1,22008.7,0
1.4,5829.2,23267.7,0
4.1,4026.9,47546.3,1
5.1,5405.0,23194.1,0
7.0,2262.7,38054.4,1
4.1,4794.9,23782.9,0
4.8,6320.8,35387.5,0
3.6,6228.1,33059.3,0
3.6,5452.2,23944.5,0
1.0,6975.8,31415.1,0
2.9,6695.1,39196.2,0
4.9,6050.1,32816.6,0
0.6,4211.1,23591.0,0
3.5,6995.9,38628.9,0
1.6,1630.0,45685.5,1
1.8,3249.0,49675.3,1
1.5,6122.5,38609.0,0
1.0,2129.1,48016.4,1
0.7,1090.2,44166.6,1
5.2,4393.4,28672.3,0
0.2,504.0,39430.1,1
5.7,3171.2,48714.8,1
1.8,5482.6,21786.6,0
5.3,5255.8,25899.0,0
2.7,1306.5,46674.1,1
0.4,6561.5,36106.1,0
4.8,315.0,44698.5,1
7.1,2436.1,48289.3,1
3.4,2292.0,47569.7,1
2.8,6339.0,37674.5,0
5.2,6880.8,37599.9,0
4.0,3860.5,49502.7,1
6.1,2614.9,45516.6,1
2.9,1405.6,41101.8,1
4.3,3640.9,39955.3,1
0.8,4834.3,39766.3,0
3.9,6542.4,34464.3,0
7.5,1532.7,40757.6,1
4.6,5392.6,21396.5,0
6.4,1614.8,44577.7,1
4.9,4427.4,28674.2,0
0.3,6184.4,25843.7,0
1.9,599.9,45979.0,1
1.9,1400.4,41619.1,1
3.7,6301.9,20214.1,0
2.1,3737.2,46520.4,1
4.7,6390.7,40779.3,0
6.4,3874.5,36664.7,1
5.0,5147.2,28923.4,0
6.3,3249.2,44428.3,1
5.3,1060.3,43008.3,1
3.3,4941.4,40547.2,0
0.3,2199.7,49944.9,1
0.7,2111.7,44107.4,1
1.7,4618.1,37014.0,0
7.0,3628.5,38945.7,1
4.1,5760.9,22899.7,0
7.2,3086.4,49210.9,1
2.8,4560.0,27299.7,0
3.0,6707.4,38726.6,0
1.3,1745.8,38361.9,1
2.1,4551.3,28684.4,0
1.9,1620.7,38388.6,1
1.6,4593.5,29300.9,0
6.7,1512.3,44078.2,1
2.6,5286.7,39813.6,0
2.3,4776.6,33688.2,0
3.9,2141.4,46932.7,1
1.6,6511.8,37422.4,0
2.0,5571.0,38003.2,0
0.2,6454.1,30433.2,0
6.2,2965.5,47551.3,1
3.7,6219.2,35490.9,0
3.2,2654.9,39572.7,1
6.9,94.1,41664.6,1
2.5,1241.1,46431.5,1
2.5,3080.3,47255.7,1
3.6,5793.3,27699.0,0
4.1,5008.7,27661.6,0
3.1,5076.2,32713.6,0
2.9,377.7,39420.4,1
5.6,3193.0,38053.7,1
0.7,4759.1,46654.9,1
1.8,57.6,40635.7,1
3.0,6071.2,24272.1,0
0.0,6984.2,39235.1,0
2.1,2128.4,44057.0,1
4.7,4633.4,36971.5,0
2.8,5590.1,36903.6,0
4.8,5082.7,24138.8,0
7.2,3710.6,49211.2,1
4.0,4921.5,29345.2,0
2.5,5452.2,40085.8,0
6.3,107.4,41577.5,1
3.6,3023.6,41313.4,1
2.9,6280.0,33726.4,0
5.0,6449.4,33350.5,0
5.2,4424.1,39920.5,0
6.1,4163.8,45266.0,1
4.7,3277.2,39590.2,1
6.7,1524.0,43949.6,1
6.7,3802.8,43763.6,1
4.0,3935.8,39133.0,1
4.1,3013.3,46882.4,1
1.5,6306.7,26548.8,0
5.0,1844.2,48379.6,1
6.8,3528.9,36105.6,1
3.5,6717.6,27153.9,0
3.7,1332.5,47287.9,1
6.5,2453.0,40397.8,1
5.1,5209.7,37249.9,0
4.1,4917.0,39683.6,0
2.0,3458.4,46269.3,1
3.8,5587.7,21962.9,0
0.9,5932.3,26090.9,0
0.7,322.7,37743.8,1
2.7,5716.8,24235.0,0
5.2,4576.5,40727.0,0
3.7,831.5,44752.9,1
7.3,1019.7,48674.3,1
4.0,5827.1,37295.7,0
0.6,4627.4,40980.8,0
0.6,6914.1,34541.2,0
5.3,4470.9,34943.5,0
2.4,2463.5,45960.2,1
3.2,1952.7,45851.9,1
1.1,3406.4,36673.7,1
3.6,4710.3,47976.2,1
2.1,1920.6,45157.6,1
2.0,716.4,38011.4,1
5.3,470.8,43671.8,1
5.6,283.0,37336.0,1
1.5,1671.8,36144.9,1
7.2,2649.9,47646.3,1
1.6,705.4,42374.8,1
3.2,4231.8,40725.5,0
2.0,6286.3,27554.5,0
1.8,4212.0,36949.1,0
5.9,2210.4,49973.7,1
4.4,6.4,49513.9,1
0.9,4487.7,39486.6,0
6.3,4760.9,36134.0,1
3.9,4637.0,30381.7,0
6.4,2.9,36333.5,1
2.0,33.9,38020.0,1
3.9,6664.3,23907.6,0
5.0,4101.2,37370.1,1
5.1,1918.9,45763.4,1
2.5,1733.8,43308.8,1
2.7,6160.1,34377.4,0
3.2,6648.3,36728.1,0
1.1,4368.6,37793.1,1
4.8,4373.0,41645.5,0
6.4,118.7,44340.6,1
3.7,1652.0,44850.7,1
4.3,6293.3,20256.8,0
1.7,4349.6,49000.0,1
4.7,4399.6,22894.0,0
3.9,847.9,44429.3,1
1.1,3152.1,43183.0,1
6.5,2325.6,49622.3,1
1.8,5710.5,41505.9,0
0.6,4760.3,39495.1,0
3.2,1715.1,48985.2,1
2.7,6966.4,20139.5,0
4.6,5653.5,31519.4,0
4.3,6774.3,28471.9,0
1.2,6855.7,38537.5,0
6.5,1009.6,44001.6,1
5.0,4943.3,28478.0,0
6.8,4618.4,45547.8,1
2.8,3744.4,44886.3,1
1.8,4630.5,39641.0,0
4.2,4235.5,36668.9,0
3.0,5091.9,35148.5,0
2.8,567.4,49233.4,1
0.3,5035.1,24129.2,0
0.8,66.2,43805.9,1
0.1,5917.7,23343.7,0
7.0,726.4,42129.1,1
0.3,5014.7,35098.3,0
1.5,2128.2,45403.7,1
7.3,3609.9,47770.4,1
2.1,4507.8,32920.0,0
0.9,1437.2,39497.0,1
0.8,1149.7,39917.7,1
7.0,437.1,42320.2,1
2.6,869.8,38941.5,1
2.4,4516.3,39311.1,1
2.6,6380.7,20912.0,0
0.9,5350.3,34509.1,0
0.3,6698.7,34053.9,0
6.3,3954.2,36686.2,1
4.9,2276.6,45732.3,1
6.2,3281.1,47061.7,1
3.7,6333.0,37602.7,0
1.2,4415.3,33470.7,0
1.1,3225.0,46410.8,1
3.2,6861.7,20688.2,0
5.3,4973.1,21925.9,0
5.1,5782.1,32426.4,0
3.0,6374.3,23347.1,0
3.9,2147.5,40629.9,1
5.7,3600.8,39518.0,1
3.0,6606.1,37621.5,0
0.6,202.7,47609.9,1
3.1,6605.5,22142.4,0
3.1,5163.1,34509.3,0
2.5,5391.7,31022.4,0
0.5,5592.0,36945.3,0
4.1,3048.0,48656.8,1
2.7,4757.8,37228.8,0
1.4,6223.0,28743.6,0
7.5,335.0,42539.8,1
2.2,651.8,40371.2,1
7.0,1335.2,43842.8,1
1.8,5684.2,36260.2,0
7.0,2418.7,37754.3,1
1.6,4666.4,25125.1,0
3.2,5031.1,28323.8,0
3.3,1405.1,37305.2,1
0.4,4483.2,21302.2,0
4.7,4961.2,37539.2,0
0.4,4523.9,27556.7,0
3.6,3793.7,43689.2,1
4.5,5532.7,37576.3,0
5.3,1631.7,43988.1,1
1.3,5637.9,26835.1,0
2.4,3545.7,36423.5,1
6.6,917.9,37113.1,1
0.7,1314.1,43268.2,1
2.6,5429.4,41367.0,0
7.1,2012.8,36206.3,1
7.3,1053.7,43272.5,1
4.6,1143.3,47237.8,1
2.1,4581.9,33618.7,0
0.9,3552.4,37178.5,1
1.3,6591.7,40228.3,0
0.9,4433.0,49137.3,1
2.1,901.1,48662.1,1
1.9,3473.3,38320.5,1
2.2,1296.0,48679.1,1
2.0,1740.6,49114.2,1
6.2,3189.0,36942.8,1
6.1,4112.1,36962.7,1
5.7,4500.8,49486.4,1
4.1,603.6,45113.5,1
5.2,5451.9,29601.3,0
3.3,3698.5,42560.0,1
4.0,3452.8,47489.7,1
1.3,4187.7,43924.2,1
4.2,4622.4,31997.6,0
3.6,3285.7,44539.1,1
2.4,6101.9,33973.6,0
5.3,4762.7,28625.1,0
1.4,4447.1,27506.7,0
3.0,2751.8,42627.3,1
1.6,4664.3,38887.9,1
1.4,4282.8,46541.5,1
7.2,252.3,44529.2,1
0.2,134.2,44072.9,1
0.8,4328.7,31459.1,0
5.2,791.1,46677.2,1
6.2,2108.2,39973.8,1
3.6,4879.1,34837.6,0
7.0,1151.5,39341.1,1
4.5,3766.9,44170.3,1
5.2,4416.0,29328.4,0
6.2,2269.5,43502.8,1
0.3,4443.7,40947.7,0
0.6,6465.0,28213.1,0
4.8,909.1,36519.1,1
1.4,5184.7,32854.9,0
0.8,4713.5,23950.3,0
6.1,3496.6,37136.1,1
4.7,4305.5,36863.0,0
0.6,6577.1,23740.1,0
4.2,6219.8,27495.1,0
4.4,6397.4,36926.0,0
5.4,3760.7,38499.6,1
2.3,2269.0,41902.8,1
3.9,6453.3,26384.0,0
0.9,2716.6,45585.7,1
5.5,371.5,36084.3,1
5.4,883.1,47005.0,1
1.5,4099.9,45864.2,1
6.2,4596.7,43865.0,1
6.4,3991.7,47526.4,1
4.8,4892.6,37965.0,0
5.2,2503.2,42659.2,1
1.1,4746.9,41237.2,0
5.0,6600.5,23426.5,0
5.8,4294.2,41587.1,1
2.7,4229.5,31336.3,0
7.2,327.0,40648.2,1
3.0,4970.4,25096.4,0
2.5,6188.6,28672.4,0
3.5,4691.8,43163.5,1
6.2,3482.1,39238.7,1
1.2,4758.9,33348.7,0
1.2,6208.9,41329.1,0
4.4,4378.3,20095.0,0
3.6,5189.4,34559.2,0
0.5,2977.5,46082.7,1
4.9,4806.4,30197.7,0
0.1,4508.8,20918.0,0
4.8,6853.1,22312.1,0
0.7,6374.7,33847.9,0
3.9,374.9,37301.3,1
4.6,3892.2,46547.8,1
3.7,4567.8,38349.0,0
4.2,4942.1,20023.4,0
3.5,5543.3,30357.4,0
7.0,3287.2,45074.5,1
4.7,5294.0,29057.3,0
5.4,662.1,46240.1,1
1.8,2249.7,43306.0,1
3.3,5319.2,39242.3,0
0.1,6593.4,39984.9,0
0.1,2672.9,40858.5,1
7.3,1430.8,44388.8,1
2.9,341.1,47049.0,1
1.7,5351.5,36915.5,0
3.1,1445.6,46547.9,1
6.1,4647.4,40093.6,1
2.9,4295.5,40384.7,1
4.6,5170.2,40503.9,0
5.7,1196.9,36667.2,1
7.2,4572.4,47250.3,1
4.5,6716.0,32581.5,0
1.8,4671.5,40020.5,0
3.1,6104.3,41381.8,0
4.6,5016.0,21676.0,0
5.8,3394.1,39625.4,1
3.6,4849.0,28966.0,0
2.7,4217.9,36625.3,0
2.2,6211.0,33780.8,0
2.3,3536.5,39776.8,1
3.0,5421.2,29471.8,0
1.8,3989.3,40118.8,1
4.2,5590.9,25256.4,0
5.4,5529.1,33394.8,0
3.7,6330.8,34619.8,0
2.2,1867.6,39165.2,1
3.2,5172.4,23749.4,0
6.6,4492.6,46194.0,1
2.9,5134.2,22337.2,0
5.1,2517.5,43235.3,1
3.8,3097.5,36733.3,1
2.8,6825.4,28211.6,0
0.1,2456.6,47519.3,1
4.7,6936.4,28238.4,0
3.3,4660.3,48642.0,1
4.8,447.7,43287.0,1
2.6,6742.7,30136.2,0
1.4,2543.8,47443.4,1
6.7,2474.8,40516.1,1
4.8,4747.4,40128.6,0
2.6,1230.4,36432.8,1
2.7,3084.4,47672.8,1
2.0,4489.0,30623.3,0
6.0,1366.1,44077.9,1
0.4,2710.8,46826.6,1
1.1,4927.4,21728.5,0
3.5,2503.1,47600.6,1
1.8,5999.8,34472.6,0
4.1,6556.0,23462.5,0
6.7,831.8,48713.3,1
1.0,5574.2,39491.0,0
3.6,3561.9,41007.5,1
5.3,5593.9,28010.7,0
4.1,5328.0,28277.2,0
5.2,4338.1,21843.3,0
7.1,2751.2,46342.1,1
1.6,1327.3,43713.5,1
4.0,4231.0,38544.0,1
5.0,4495.3,34764.7,0
5.5,332.5,36517.7,1
1.8,183.6,47645.8,1
1.6,4448.1,41650.9,0
1.0,6064.5,29616.5,0
6.8,1347.3,49052.9,1
0.1,5161.5,28365.7,0
2.3,5689.0,24390.2,0
6.1,738.5,39739.8,1
0.8,110.0,45700.7,1
5.9,37.0,49284.7,1
0.9,2159.7,37722.9,1
6.1,2984.7,44844.8,1
1.8,4633.4,49313.3,1
0.7,3895.6,48307.2,1
4.5,4723.7,39976.2,0
5.1,6893.2,30866.3,0
0.9,5691.8,20341.7,0
4.8,5758.3,35701.2,0
1.7,4657.1,38776.1,1
5.0,2957.9,36711.2,1
0.8,4470.7,29779.1,0
3.6,4664.7,33941.2,0
5.1,3912.1,38063.2,1
0.2,6189.3,27922.9,0
0.7,3981.4,45026.3,1
1.9,5399.0,28730.9,0
4.1,5966.3,25061.6,0
2.2,5330.3,26220.6,0
0.6,5362.8,20693.8,0
3.8,5334.3,32541.7,0
1.9,5502.1,41903.8,0
1.7,4748.1,39871.8,1
0.3,6563.1,24137.4,0
0.5,4778.9,40384.8,0
0.5,3126.4,40663.2,1
1.1,4214.7,29104.0,0
3.0,6102.8,34428.5,0
4.3,1046.0,46099.8,1
2.2,5274.3,36271.1,0
3.0,6922.4,32461.6,0
0.4,5897.7,20275.3,0
0.7,6830.6,37801.5,0
1.8,2700.5,36829.9,1
1.8,2874.2,45488.5,1
4.2,5019.6,27708.6,0
4.0,4775.2,41612.7,0
4.7,3768.7,48099.6,1
5.1,5223.2,37353.2,0
5.6,3110.4,38810.8,1
2.7,5913.1,37199.6,0
4.5,3849.9,42521.9,1
4.2,1474.0,44624.9,1
4.8,5924.5,20632.9,0
1.4,6535.8,20519.0,0
3.7,3635.6,48326.4,1
3.3,4781.7,31928.8,0
1.3,859.0,48558.0,1
3.9,5151.0,29348.5,0
7.5,3064.8,42516.7,1
2.3,6492.1,20600.4,0
0.6,4654.8,35175.5,0
4.5,3270.3,40352.5,1
3.9,5841.6,25388.7,0
7.4,2164.4,37396.3,1
2.5,2807.6,40723.0,1
2.0,1221.8,48909.4,1
2.2,3089.2,42099.3,1
2.0,4698.0,27963.8,0
2.5,4705.8,32507.4,0
2.2,3938.7,45773.7,1
1.8,5656.5,30695.9,0
5.1,1304.6,36594.9,1
4.4,4553.6,36093.2,1
3.0,5518.7,23825.5,0
5.0,3343.0,36975.7,1
5.1,4070.0,42440.9,1
1.9,4478.4,25308.1,0
2.4,4746.0,22872.1,0
6.3,1526.0,37925.4,1
4.0,3465.7,45850.8,1
4.2,4726.5,24145.2,0
5.0,2877.4,45499.1,1
4.1,1254.5,39286.5,1
5.5,3008.2,47236.0,1
2.3,4465.5,38347.2,1
7.3,516.0,47427.1,1
4.5,5237.2,37028.1,0
1.6,2860.6,40307.7,1
3.2,5764.8,39452.5,0
2.0,4298.7,41763.3,0
1.8,4216.7,23015.5,0
6.5,2133.4,36638.9,1
4.9,1258.9,43672.5,1
6.6,708.3,43369.2,1
4.0,6817.3,32263.2,0
4.2,5309.4,37870.8,0
0.1,6157.5,36161.3,0
2.2,4702.1,31174.8,0
2.6,1545.5,44335.9,1
7.0,532.7,48465.6,1
0.8,5310.8,32506.2,0
4.2,3058.4,43992.6,1
3.6,4367.2,44777.6,1
2.2,1221.9,44565.7,1
2.5,1995.5,36202.0,1
0.5,4276.0,41753.0,1
1.7,269.0,43699.4,1
3.0,6527.7,31929.8,0
2.4,6188.1,26018.1,0
2.5,5860.2,37232.9,0
5.7,4612.6,39536.5,1
0.5,671.8,40950.8,1
1.9,2431.9,40214.6,1
1.7,4960.3,40525.7,0
1.9,5576.0,21084.5,0
7.3,3313.6,39445.2,1
3.8,6951.6,25976.6,0
1.5,5386.4,32391.4,0
4.1,5775.3,41919.6,0
1.6,6243.3,31856.7,0
3.0,875.0,38823.0,1
4.0,5267.6,34785.4,0
6.7,38.5,44497.8,1
3.6,5590.1,28111.6,0
2.4,434.5,46166.6,1
3.2,1889.5,47127.2,1
5.6,4228.8,42449.4,1
2.1,4286.9,37272.2,0
0.1,6988.3,25436.6,0
3.9,1902.1,46383.1,1
3.7,6398.2,34255.4,0
0.1,1800.9,47343.9,1
6.8,670.3,48170.9,1
4.6,2410.8,44439.4,1
4.7,905.1,47534.4,1
4.3,5715.8,40048.0,0
0.6,6671.3,37686.9,0
4.4,3407.0,38230.5,1
5.1,6899.8,25497.7,0
0.4,6010.6,41348.6,0
5.2,6922.4,23642.4,0
1.3,5527.5,25773.6,0
0.2,4747.2,36740.6,0
1.2,5842.4,35535.8,0
2.0,4649.1,23581.5,0
2.5,4439.6,33218.7,0
2.7,5698.1,38220.6,0
2.4,5815.4,32745.5,0
6.6,607.3,49106.2,1
3.8,6651.7,38161.4,0
3.1,5457.2,23104.0,0
3.8,1939.5,37858.9,1
0.3,4622.3,40080.1,0
2.7,553.7,46449.5,1
3.8,5388.0,27635.9,0
5.3,3231.3,43963.2,1
2.4,1470.7,43815.0,1
0.3,4112.8,41191.7,1
5.1,6748.3,28154.0,0
3.4,5433.0,22436.8,0
5.0,5172.2,25569.2,0
1.9,4046.4,44606.3,1
2.8,2177.0,49031.0,1
2.8,2820.1,47782.8,1
4.9,4418.6,43901.2,1
4.0,6297.5,35591.1,0
0.5,4832.6,32734.9,0
3.5,6838.0,26348.0,0
3.9,3685.4,40216.1,1
0.3,4770.9,40809.6,1
4.3,1551.2,36253.4,1
4.7,4988.1,23112.1,0
6.2,776.4,45880.3,1
4.5,2816.8,39758.0,1
5.6,3423.7,36877.4,1
0.8,4083.0,42325.1,1
2.7,2618.1,40684.7,1
5.2,5270.4,20958.3,0
2.4,5268.8,37923.9,0
2.4,6669.9,34664.7,0
5.3,5934.7,33381.4,0
2.3,1865.7,45622.6,1
0.9,2926.4,49400.4,1
1.2,6376.1,22957.7,0
5.0,5938.0,37389.1,0
2.9,2231.8,39279.2,1
4.2,5759.4,29380.5,0
6.8,1760.6,38987.3,1
6.2,4635.7,47415.5,1
0.8,5188.3,34567.3,0
5.3,6187.8,25938.6,0
5.1,5060.9,34555.0,0
4.0,4874.9,22768.4,0
4.5,2446.9,42538.9,1
1.8,4731.4,35183.6,0
0.1,2335.6,43874.9,1
2.5,4670.7,23330.2,0
4.6,6476.3,30498.5,0
4.1,6703.3,41757.9,0
3.6,4602.6,28262.3,0
5.4,6519.9,24432.7,0
5.3,5347.7,31619.0,0
5.9,3375.2,46387.8,1
0.6,2753.9,43881.3,1
0.5,4906.6,32775.1,0
2.8,6143.0,35741.8,0
1.3,4713.8,41454.3,0
6.2,4611.6,42308.9,1
0.8,5307.5,38966.9,0
3.0,6523.3,31862.7,0
4.4,5003.8,30164.3,0
2.4,3733.8,38785.8,1
6.1,1976.1,36205.8,1
4.5,5283.1,26324.2,0
4.1,4831.3,31240.9,0
3.6,6866.4,39631.9,0
6.7,3904.0,49164.3,1
0.4,5915.4,26565.1,0
0.9,6989.0,39063.0,0
6.5,3099.7,43631.8,1
7.4,1753.4,44031.2,1
3.8,5454.8,38279.6,0
1.9,6948.4,34927.4,0
4.4,4637.8,40726.3,1
0.5,4541.5,31987.2,0
3.1,5881.1,26990.8,0
1.9,4334.6,29970.2,0
1.0,1203.0,46013.4,1
4.8,2709.7,37769.2,1
2.5,6605.5,40020.4,0
0.4,299.5,38809.6,1
7.1,994.5,40811.9,1
5.9,847.7,48879.7,1
0.8,5521.9,20520.8,0
2.8,4714.6,25136.5,0
0.3,6832.7,36467.2,0
5.1,241.5,48735.3,1
2.9,1451.0,46348.8,1
5.0,4626.0,38450.2,0
0.9,3691.9,39991.4,1
7.2,2634.1,40598.8,1
2.8,2729.0,42880.3,1
6.6,228.8,46962.8,1
1.4,4587.8,40230.1,1
4.5,151.0,39197.6,1
1.1,6316.9,39849.7,0
3.4,1069.0,37256.6,1
6.8,3406.6,39594.6,1
2.6,6718.9,27499.6,0
1.1,1325.1,40721.1,1
3.1,5698.6,29839.5,0
0.5,5420.7,34131.4,0
2.9,5824.9,38658.2,0
1.7,4504.8,34644.7,0
5.3,4229.1,42967.3,1
2.3,1763.9,48455.5,1
4.7,6913.6,36076.8,0
3.7,4300.2,41488.0,1
0.3,6325.6,41848.2,0
3.9,5582.2,25192.2,0
4.5,6402.4,35476.6,0
2.0,4200.1,36994.8,1
7.4,2829.1,37227.1,1
1.4,3550.3,45197.4,1
1.5,4517.0,22454.6,0
4.0,6313.2,25524.6,0
7.1,3862.6,38483.2,1
4.2,2220.8,47562.2,1
0.5,800.2,44852.9,1
3.7,1605.0,42639.3,1
2.9,6293.4,20181.6,0
4.5,5081.9,38687.3,0
4.2,724.9,37175.3,1
5.5,4335.1,43516.6,1
5.4,3924.5,38819.5,1
0.4,4421.5,28205.3,0
3.4,5756.8,33613.3,0
5.6,3259.1,44371.6,1
3.0,5046.7,29828.3,0
1.3,2817.7,36831.6,1
3.4,4106.4,39980.8,1
0.7,6011.4,22402.1,0
1.5,2925.0,48958.7,1
5.4,2984.9,39028.9,1
4.9,5388.2,22101.7,0
2.4,5996.8,38375.7,0
3.6,1587.9,42648.2,1
0.1,6611.2,33421.2,0
0.2,6034.0,41353.9,0
2.3,4336.7,36556.4,0
0.3,5286.7,33613.4,0
5.0,3670.3,39728.8,1
3.1,6031.7,39597.5,0
1.3,4814.3,26461.4,0
4.1,93.5,36185.5,1
2.9,1120.8,43506.9,1
1.2,896.2,47819.7,1
2.2,378.2,48484.1,1
1.2,6102.9,30149.2,0
0.1,5911.6,39312.5,0
1.5,2240.6,46918.7,1
1.3,2315.2,37265.7,1
4.5,6175.4,32737.1,0
0.4,5149.8,29400.1,0
5.4,1958.8,40544.8,1
4.1,6742.3,40975.7,0
1.8,3133.4,42494.6,1
2.8,3906.9,40615.2,1
4.4,5788.8,30460.8,0
2.0,4330.9,28197.0,0
2.4,6855.5,41965.3,0
4.4,2604.3,43988.4,1
0.4,1926.4,36601.5,1
4.8,13.2,41218.8,1
2.3,6640.7,26780.1,0
6.5,938.8,41774.5,1
1.9,4968.7,37073.8,0
1.7,4857.9,31502.9,0
4.2,325.6,49093.2,1
2.1,4295.7,46064.3,1
1.0,6169.4,24181.1,0
4.2,4456.2,36828.4,0
0.6,6782.1,37607.0,0
3.9,4367.0,29705.8,0
3.7,6128.0,32514.3,0
4.7,5568.7,37763.5,0
3.7,6663.8,31510.8,0
3.1,1316.5,37154.7,1
0.5,4686.3,31265.7,0
1.0,4721.1,24985.0,0
3.3,4647.2,23803.1,0
2.4,3447.8,39466.0,1
2.6,4582.6,33097.8,0
3.4,2076.2,38444.2,1
6.5,1203.4,47677.1,1
3.7,3978.7,49586.0,1
3.2,6272.8,34524.5,0
5.2,3874.6,38831.1,1
2.0,2209.7,42478.8,1
5.8,3380.2,46990.4,1
3.5,6012.3,27176.8,0
5.2,4663.2,38811.5,1
1.5,500.4,42652.4,1
1.3,4141.3,42753.1,1
6.4,4749.0,47760.6,1
3.9,5139.6,41422.4,0
3.6,634.2,48377.5,1
4.3,6120.2,34683.8,0
3.8,4788.2,39461.1,0
5.1,1015.9,45326.3,1
5.1,5738.2,38448.2,0
3.0,5324.7,28799.0,0
2.0,4435.9,36243.8,0
0.7,4812.9,29843.7,0
0.2,6326.2,29912.6,0
4.4,1226.6,38596.0,1
2.8,4792.2,28100.7,0
2.8,4747.5,33162.7,0
3.2,5381.3,22070.4,0
6.9,4733.3,43282.2,1
2.8,123.1,37626.7,1
2.5,3827.6,42076.8,1
4.1,3184.3,38281.0,1
0.3,5257.6,33806.3,0
4.7,3508.3,44041.8,1
7.0,1977.5,36196.7,1
0.5,5801.2,28666.0,0
6.3,789.5,49735.6,1
0.4,5273.6,22852.2,0
4.8,61.4,47924.5,1
4.5,104.8,37498.0,1
2.6,1458.3,47265.5,1
7.1,206.2,38607.0,1
1.8,1963.8,42689.4,1
3.8,5498.8,30395.4,0
1.4,6897.6,23628.7,0
3.7,2876.3,37604.7,1
2.1,5178.6,40294.5,0
5.7,4272.8,41744.1,1
3.7,5434.9,27789.7,0
1.5,1096.1,38809.3,1
4.7,3336.0,41686.1,1
3.3,4365.3,39367.9,0
0.2,4204.6,39430.9,0
3.5,6452.6,30429.2,0
4.4,6403.3,29105.0,0
2.3,5756.3,24724.3,0
0.1,5717.0,28915.4,0
1.6,4450.4,38145.7,1
3.2,4493.5,29343.2,0
5.4,4452.0,39658.7,1
1.5,1253.7,44915.6,1
0.6,5308.9,39907.4,0
3.6,5361.9,29609.8,0
5.3,3409.4,47700.1,1
7.4,1942.7,40585.1,1
3.8,839.7,39613.4,1
7.4,1043.6,38490.8,1
2.7,2457.1,36045.4,1
3.0,5477.3,26798.3,0
1.2,6378.6,31219.2,0
3.8,4460.0,39506.5,0
5.9,118.7,37734.9,1
0.8,6854.3,41681.8,0
1.9,4966.1,38326.5,0
6.5,858.9,48458.6,1
4.8,633.4,48563.0,1
1.4,2675.5,49072.4,1
5.0,4603.3,37527.6,0
5.2,2610.1,41276.3,1
4.8,6650.7,36656.4,0
3.6,4710.7,43522.0,1
1.3,1532.1,41989.7,1
5.3,4439.5,43971.5,1
0.1,3387.0,36962.9,1
0.9,5605.1,36847.2,0
7.2,1646.6,38593.3,1
4.2,5317.0,24643.2,0
6.9,2780.4,36010.6,1
0.9,5588.5,32054.5,0
2.8,446.3,41988.3,1
2.8,314.6,36546.8,1
3.5,3136.5,37116.2,1
2.5,4994.0,40407.9,0
1.6,6361.0,21252.2,0
4.2,6564.2,24314.6,0
0.1,4944.3,29901.9,0
1.2,6450.5,37359.3,0
2.1,5640.3,29181.9,0
4.7,3248.0,48360.1,1
2.2,5610.5,36294.1,0
1.8,6483.0,25807.2,0
7.3,4689.1,44583.8,1
2.0,4246.4,42229.3,1
3.4,4532.2,38563.1,0
3.9,4521.8,29752.2,0
6.9,1448.2,48976.7,1
5.5,3371.5,41679.5,1
5.7,1207.8,40733.0,1
2.6,3089.2,42094.2,1
2.9,3123.6,49039.1,1
0.5,5967.5,41623.1,0
0.1,4219.4,40802.8,0
4.2,4974.3,28516.9,0
2.7,4151.4,44439.5,1
0.9,6416.4,34960.2,0
2.4,1963.9,46271.9,1
3.7,4415.7,35640.2,0
3.8,4571.0,46237.3,1
3.5,4416.8,23190.8,0
3.6,5219.5,39738.4,0
5.4,145.1,41071.6,1
4.9,6918.8,35385.1,0
3.4,5456.4,25793.7,0
1.7,5855.3,24187.5,0
4.0,4737.5,43325.2,1
0.9,2762.7,45395.0,1
2.4,5207.4,37365.5,0
4.3,5710.1,40831.4,0
1.6,3621.9,44807.6,1
1.8,1984.9,49633.9,1
4.1,6787.6,33022.8,0
4.2,1578.3,41418.7,1
1.7,5994.5,21611.0,0
1.7,5407.8,34732.0,0
0.9,5063.2,24081.0,0
7.4,4077.5,47507.2,1
0.0,4783.3,29955.9,0
0.2,6973.3,26399.0,0
4.0,6313.7,21980.9,0
3.7,264.9,41276.6,1
2.0,6220.8,39284.5,0
5.2,4628.8,28887.4,0
5.0,6018.8,30807.6,0
5.7,4020.7,38693.3,1
0.4,5562.5,34988.8,0
3.3,5037.1,28502.4,0
1.2,5352.2,24031.4,0
0.7,5013.7,40378.3,0
3.9,4492.9,34795.4,0
3.0,5316.0,41232.2,0
0.6,5037.3,39587.1,0
1.6,2269.0,47292.1,1
3.4,4993.0,40893.3,0
4.3,4799.8,23482.9,0
3.5,5432.6,20205.3,0
1.3,6899.0,34881.6,0
1.2,5806.9,29527.7,0
2.7,1427.6,37630.2,1
5.4,4857.1,34229.3,0
1.2,5314.0,29180.4,0
6.4,2785.6,44959.8,1
0.9,157.6,44173.4,1
5.5,4619.4,23675.3,0
